1778905329.230119581	cpu7 69623 12898 48546 8783192 509 3753 901 0 31 0
1778905330.422286248	cpu  1576141 389824 2231529 65942686 18305 622743 185685 0 534 0
1778905330.422286248	cpu0 278490 84443 526285 7569464 3655 309835 42935 0 109 0
1778905330.422286248	cpu1 310167 84269 495540 7728449 3748 144375 30291 0 94 0
1778905330.422286248	cpu2 222976 54438 305438 8219168 3085 39362 28898 0 102 0
1778905330.422286248	cpu3 224627 52695 311056 8220367 2963 39162 24256 0 124 0
1778905330.422286248	cpu4 235597 53831 322543 8202157 3101 41540 13441 0 30 0
1778905330.422286248	cpu5 115992 25099 109224 8641101 633 10889 3587 0 20 0
1778905330.422286248	cpu6 118652 22149 112864 8578708 607 33824 41374 0 21 0
1778905330.422286248	cpu7 69636 12898 48575 8783269 509 3753 901 0 31 0
1778905331.634947056	cpu  1576250 389824 2231751 65943293 18305 622755 185689 0 534 0
1778905331.634947056	cpu0 278518 84443 526345 7569490 3655 309839 42936 0 109 0
1778905331.634947056	cpu1 310195 84269 495607 7728470 3748 144378 30292 0 94 0
1778905331.634947056	cpu2 222983 54438 305450 8219265 3085 39364 28899 0 102 0
1778905331.634947056	cpu3 224634 52695 311084 8220450 2963 39163 24256 0 124 0
1778905331.634947056	cpu4 235601 53831 322551 8202263 3101 41540 13441 0 30 0
1778905331.634947056	cpu5 116002 25099 109235 8641199 633 10889 3587 0 20 0
1778905331.634947056	cpu6 118661 22149 112879 8578804 607 33825 41374 0 21 0
1778905331.634947056	cpu7 69652 12898 48598 8783349 509 3754 901 0 31 0
1778905332.820371615	cpu  1576375 389830 2232019 65943831 18305 622768 185694 0 534 0
1778905332.820371615	cpu0 278534 84449 526405 7569521 3655 309843 42937 0 109 0
1778905332.820371615	cpu1 310223 84269 495676 7728489 3748 144381 30293 0 94 0
1778905332.820371615	cpu2 222995 54438 305469 8219350 3085 39366 28900 0 102 0
1778905332.820371615	cpu3 224657 52695 311117 8220513 2963 39165 24257 0 124 0
1778905332.820371615	cpu4 235606 53831 322562 8202363 3101 41541 13442 0 30 0
1778905332.820371615	cpu5 116006 25099 109245 8641304 633 10889 3587 0 20 0
1778905332.820371615	cpu6 118677 22149 112911 8578875 607 33826 41374 0 21 0
